topic,pmid,human,stratum,N_stratum,n_sampled,weight,pool_size,lab_openai
CD011145,1991947,1,eligible,202,202,1.0,10872,2
CD011145,19864908,1,eligible,202,202,1.0,10872,1
CD011145,20370764,1,eligible,202,202,1.0,10872,1
CD011145,22385380,1,eligible,202,202,1.0,10872,1
CD011145,8618670,1,eligible,202,202,1.0,10872,2
CD011145,21834788,1,eligible,202,202,1.0,10872,1
CD011145,22687143,1,eligible,202,202,1.0,10872,1
CD011145,23835084,1,eligible,202,202,1.0,10872,1
CD011145,1538203,1,eligible,202,202,1.0,10872,2
CD011145,8131123,1,eligible,202,202,1.0,10872,2
CD011145,2666647,1,eligible,202,202,1.0,10872,2
CD011145,9550765,1,eligible,202,202,1.0,10872,3
CD011145,12528587,1,eligible,202,202,1.0,10872,2
CD011145,17851183,1,eligible,202,202,1.0,10872,3
CD011145,7836638,1,eligible,202,202,1.0,10872,2
CD011145,9658272,1,eligible,202,202,1.0,10872,2
CD011145,10619314,1,eligible,202,202,1.0,10872,1
CD011145,10573436,1,eligible,202,202,1.0,10872,1
CD011145,8970013,1,eligible,202,202,1.0,10872,2
CD011145,8315228,1,eligible,202,202,1.0,10872,3
CD011145,18625866,1,eligible,202,202,1.0,10872,1
CD011145,11292148,1,eligible,202,202,1.0,10872,1
CD011145,21282950,1,eligible,202,202,1.0,10872,1
CD011145,9291882,1,eligible,202,202,1.0,10872,2
CD011145,19661490,1,eligible,202,202,1.0,10872,1
CD011145,1576226,1,eligible,202,202,1.0,10872,3
CD011145,7958576,1,eligible,202,202,1.0,10872,2
CD011145,20220597,1,eligible,202,202,1.0,10872,1
CD011145,11423042,1,eligible,202,202,1.0,10872,1
CD011145,15258208,1,eligible,202,202,1.0,10872,2
CD011145,10701281,0,non_eligible,10670,100,106.7,10872,1
CD011145,20054835,0,non_eligible,10670,100,106.7,10872,2
CD011145,23411693,0,non_eligible,10670,100,106.7,10872,1
CD011145,8120175,0,non_eligible,10670,100,106.7,10872,1
CD011145,22889727,0,non_eligible,10670,100,106.7,10872,1
CD011145,24507711,0,non_eligible,10670,100,106.7,10872,1
CD011145,18622613,0,non_eligible,10670,100,106.7,10872,1
CD011145,24440688,0,non_eligible,10670,100,106.7,10872,0
CD011145,8734969,0,non_eligible,10670,100,106.7,10872,2
CD011145,23629553,0,non_eligible,10670,100,106.7,10872,1
CD011145,16548090,0,non_eligible,10670,100,106.7,10872,0
CD011145,22330701,0,non_eligible,10670,100,106.7,10872,0
CD011145,16003930,0,non_eligible,10670,100,106.7,10872,2
CD011145,16673969,0,non_eligible,10670,100,106.7,10872,1
CD011145,23564547,0,non_eligible,10670,100,106.7,10872,2
CD011145,18644607,0,non_eligible,10670,100,106.7,10872,1
CD011145,2655861,0,non_eligible,10670,100,106.7,10872,1
CD011145,23442558,0,non_eligible,10670,100,106.7,10872,1
CD011145,9166639,0,non_eligible,10670,100,106.7,10872,1
CD011145,20923605,0,non_eligible,10670,100,106.7,10872,0
CD011145,11903723,0,non_eligible,10670,100,106.7,10872,1
CD011145,8018025,0,non_eligible,10670,100,106.7,10872,0
CD011145,20932304,0,non_eligible,10670,100,106.7,10872,1
CD011145,15093907,0,non_eligible,10670,100,106.7,10872,1
CD011145,21822377,0,non_eligible,10670,100,106.7,10872,1
CD011145,10737829,0,non_eligible,10670,100,106.7,10872,1
CD011145,19408623,0,non_eligible,10670,100,106.7,10872,0
CD011145,19286194,0,non_eligible,10670,100,106.7,10872,2
CD011145,23467781,0,non_eligible,10670,100,106.7,10872,0
CD011145,9629529,0,non_eligible,10670,100,106.7,10872,1
CD011145,11522700,0,non_eligible,10670,100,106.7,10872,1
CD011145,14765378,0,non_eligible,10670,100,106.7,10872,0
CD011145,17285097,0,non_eligible,10670,100,106.7,10872,1
CD011145,23274184,0,non_eligible,10670,100,106.7,10872,1
CD011145,8117548,0,non_eligible,10670,100,106.7,10872,1
CD011145,20109475,0,non_eligible,10670,100,106.7,10872,1
CD011145,19433863,0,non_eligible,10670,100,106.7,10872,1
CD011145,24335198,0,non_eligible,10670,100,106.7,10872,1
CD011145,22079406,0,non_eligible,10670,100,106.7,10872,3
CD011145,19455176,0,non_eligible,10670,100,106.7,10872,1
CD012019,25284053,1,eligible,3,3,1.0,10317,2
CD012019,22158084,1,eligible,3,3,1.0,10317,3
CD012019,18558423,1,eligible,3,3,1.0,10317,1
CD012019,25344456,0,non_eligible,10314,100,103.14,10317,1
CD012019,12691317,0,non_eligible,10314,100,103.14,10317,0
CD012019,26242126,0,non_eligible,10314,100,103.14,10317,1
CD012019,12648581,0,non_eligible,10314,100,103.14,10317,0
CD012019,5805248,0,non_eligible,10314,100,103.14,10317,0
CD012019,7905445,0,non_eligible,10314,100,103.14,10317,0
CD012019,6230258,0,non_eligible,10314,100,103.14,10317,1
CD012019,23264213,0,non_eligible,10314,100,103.14,10317,0
CD012019,2364796,0,non_eligible,10314,100,103.14,10317,1
CD012019,15452706,0,non_eligible,10314,100,103.14,10317,1
CD012019,2387535,0,non_eligible,10314,100,103.14,10317,0
CD012019,20236261,0,non_eligible,10314,100,103.14,10317,0
CD012019,25321621,0,non_eligible,10314,100,103.14,10317,1
CD012019,16195972,0,non_eligible,10314,100,103.14,10317,0
CD012019,20666952,0,non_eligible,10314,100,103.14,10317,1
CD012019,25394646,0,non_eligible,10314,100,103.14,10317,1
CD012019,2109336,0,non_eligible,10314,100,103.14,10317,1
CD012019,15507512,0,non_eligible,10314,100,103.14,10317,2
CD012019,20113968,0,non_eligible,10314,100,103.14,10317,1
CD012019,15782073,0,non_eligible,10314,100,103.14,10317,1
CD012019,4265281,0,non_eligible,10314,100,103.14,10317,0
CD012019,12521524,0,non_eligible,10314,100,103.14,10317,1
CD012019,1834484,0,non_eligible,10314,100,103.14,10317,0
CD012019,7956669,0,non_eligible,10314,100,103.14,10317,1
CD012019,9147102,0,non_eligible,10314,100,103.14,10317,0
CD012019,16006455,0,non_eligible,10314,100,103.14,10317,0
CD012019,19578761,0,non_eligible,10314,100,103.14,10317,0
CD012019,16434891,0,non_eligible,10314,100,103.14,10317,0
CD012019,1667567,0,non_eligible,10314,100,103.14,10317,1
CD012019,24827588,0,non_eligible,10314,100,103.14,10317,0
CD012019,19212662,0,non_eligible,10314,100,103.14,10317,1
CD012019,12620483,0,non_eligible,10314,100,103.14,10317,1
CD012019,16268061,0,non_eligible,10314,100,103.14,10317,0
CD012019,24764580,0,non_eligible,10314,100,103.14,10317,0
CD012019,10831551,0,non_eligible,10314,100,103.14,10317,1
CD012019,10785606,0,non_eligible,10314,100,103.14,10317,1
CD012019,2478493,0,non_eligible,10314,100,103.14,10317,0
CD012019,18494148,0,non_eligible,10314,100,103.14,10317,1
CD012019,12501087,0,non_eligible,10314,100,103.14,10317,0
CD012019,14968062,0,non_eligible,10314,100,103.14,10317,1
